,title,cast,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,director,Action,Adventure,Animation,Fantasy,Science Fiction,Romance,TV Movie,Crime,Thriller,Horror,Drama,Comedy,Foreign,Family,Mystery,War,History,Documentary,Music,Western,Steven Spielberg,Clint Eastwood,Ridley Scott,Robert Rodriguez,Martin Scorsese,Renny Harlin,Steven Soderbergh,Tim Burton,Oliver Stone,Robert Zemeckis,Brian De Palma,Woody Allen,Michael Bay,Joel Schumacher,Tony Scott,Bobby Farrelly,Ron Howard,Kevin Smith,Paul W.S. Anderson,David Fincher,Richard Donner,Rob Reiner,Shawn Levy,Richard Linklater,Wes Craven,Francis Ford Coppola,John Carpenter,Spike Lee,Barry Levinson,Chris Columbus,Peter Jackson,Joel Coen,M. Night Shyamalan,Rob Cohen,Adam Shankman,Quentin Tarantino,Christopher Nolan,Antoine Fuqua,Danny Boyle,Dennis Dugan,Bryan Singer,Roland Emmerich,John McTiernan,Alfred Hitchcock,Sam Raimi,F. Gary Gray,Stephen Frears,Todd Phillips,John Singleton,Phillip Noyce,Doug Liman,Zack Snyder,Lasse Hallström,James Cameron,Tom Shadyac,Harold Ramis,Martin Campbell,Jay Roach,Simon West,Sam Mendes,George Miller,Edward Zwick,Marc Forster,Ang Lee,Gore Verbinski,Wolfgang Petersen,Wes Anderson,Brett Ratner,Barry Sonnenfeld,Guy Ritchie,Garry Marshall,Paramount Pictures,Universal Pictures,Columbia Pictures,Twentieth Century Fox Film Corporation,New Line Cinema,Walt Disney Pictures,Village Roadshow Pictures,United Artists,Miramax Films,Columbia Pictures Corporation,Warner Bros.,DreamWorks SKG
4119,It's All Gone Pete Tong,"['Paul Kaye', 'Kate Magowan', 'Neil Maskell']",2000000.0,"['Drama', 'Comedy', 'Music']",en,3.911445,[''],"['Canada', 'United Kingdom']",2004-09-12,120620.0,90.0,['English'],7.1,52.0,Michael Dowse,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,Saint John of Las Vegas,"['Steve Buscemi', 'Romany Malco', 'Tim Blake Nelson']",3800000.0,['Comedy'],en,2.559806,[''],['United States of America'],2009-06-10,111731.0,84.0,"['English', 'Italiano']",5.9,18.0,Hue Rhodes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4122,Stonewall,"['Jeremy Irvine', 'Jonny Beauchamp', 'Jonathan Rhys Meyers']",13500000.0,['Drama'],en,5.16023,"['Centropolis Entertainment', '""Mels Cite du Cinema""']",['United States of America'],2015-09-18,187674.0,129.0,['English'],5.2,32.0,Roland Emmerich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,Return of the Living Dead 3,"['Melinda Clarke', 'J. Trevor Edmond', 'Kent McCord']",2000000.0,"['Comedy', 'Science Fiction', 'Romance', 'Horror']",en,7.502934,['Ozla Productions'],['United States of America'],1993-10-01,54207.0,97.0,"['Český', 'English', 'Italiano']",5.9,88.0,Brian Yuzna,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,Sherrybaby,"['Maggie Gyllenhaal', 'Michelle Hurst', 'Sandra Rodríguez']",2000000.0,['Drama'],en,4.261508999999998,['Red Envelope Entertainment'],['United States of America'],2006-09-08,622806.0,96.0,['English'],6.3,41.0,Laurie Collyer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,Stitches,"['Ross Noble', 'Tommy Knight', 'Gemma-Leah Devereux']",100000.0,['Horror'],en,7.447713999999999,"['Bórd Scannán na hÉireann', 'Irish Film Board', 'Fantastic Films']",['Ireland'],2012-05-19,95000.0,86.0,['English'],5.5,92.0,Conor McMahon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,Bananas,"['Woody Allen', 'Louise Lasser', 'Carlos Montalbán']",2000000.0,['Comedy'],en,5.941852,"['United Artists', 'Jack Rollins & Charles H. Joffe Productions']",['United States of America'],1971-04-28,11833696.0,82.0,"['', 'English']",6.7,165.0,Woody Allen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4162,Buried,"['Ryan Reynolds', 'José Luis García Pérez', 'Robert Paterson']",1987650.0,"['Drama', 'Thriller', 'Mystery']",en,32.841229,"['Studio 37', 'Versus Entertainment', 'The Safran Company']","['Spain', 'United States of America', 'France']",2010-09-24,19152480.0,94.0,['English'],6.6,827.0,Rodrigo Cortés,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,The Last Exorcism,"['Ashley Bell', 'Patrick Fabian', 'Iris Bahr']",1800000.0,"['Horror', 'Drama', 'Thriller']",en,14.838985999999998,"['Strike Entertainment', 'StudioCanal', 'Arcade Pictures']","['United States of America', 'France']",2010-08-27,67738090.0,87.0,['English'],5.6,328.0,Daniel Stamm,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,A Streetcar Named Desire,"['Vivien Leigh', 'Marlon Brando', 'Kim Hunter']",1800000.0,['Drama'],en,14.884756,"['Charles K. Feldman Group', 'Warner Bros.']",['United States of America'],1951-09-18,8000000.0,125.0,['English'],7.6,281.0,Elia Kazan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4173,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"['Peter Sellers', 'George C. Scott', 'Sterling Hayden']",1800000.0,"['Drama', 'Comedy', 'War']",en,41.996783,"['Hawk Films', 'Columbia Pictures Corporation']","['United Kingdom', 'United States of America']",1964-01-29,9440272.0,95.0,['English'],8.0,1442.0,Stanley Kubrick,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4175,Beasts of the Southern Wild,"['Quvenzhané Wallis', 'Dwight Henry', 'Levy Easterly']",1800000.0,"['Drama', 'Fantasy']",en,12.471239,"['Journeyman Pictures', 'Court 13 Pictures', 'Cinereach']",['United States of America'],2012-06-29,21107746.0,93.0,['English'],6.8,403.0,Benh Zeitlin,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,Battle for the Planet of the Apes,"['Roddy McDowall', 'Natalie Trundy', 'Austin Stoker']",1700000.0,"['Action', 'Science Fiction']",en,13.315383,"['Twentieth Century Fox Film Corporation', 'Apjac International']",['United States of America'],1973-06-15,8844595.0,93.0,['English'],5.5,215.0,J. Lee Thompson,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4178,Higher Ground,"['Vera Farmiga', 'Donna Murphy', 'Dagmara Domińczyk']",2000000.0,"['Drama', 'Thriller']",en,1.6991009999999998,[''],['United States of America'],2011-08-26,841733.0,109.0,['English'],5.3,14.0,Vera Farmiga,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4183,Hang 'em High,"['Clint Eastwood', 'Inger Stevens', 'Ed Begley']",1800000.0,['Western'],en,11.756943,['United Artists'],['United States of America'],1968-07-31,6800000.0,114.0,['English'],6.7,192.0,Ted Post,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4189,Run Lola Run,"['Franka Potente', 'Moritz Bleibtreu', 'Herbert Knaup']",1530000.0,"['Action', 'Drama', 'Thriller']",de,27.36562,"['X-Filme Creative Pool', 'Westdeutscher Rundfunk (WDR)']",['Germany'],1998-08-20,7267585.0,81.0,"['Deutsch', 'English', '日本語']",7.2,664.0,Tom Tykwer,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,May,"['Angela Bettis', 'Jeremy Sisto', 'Anna Faris']",500000.0,"['Drama', 'Horror', 'Thriller', 'Romance']",en,8.650779,"['A Loopy Production LLC', '2 Loop Films']",['United States of America'],2002-01-13,150277.0,93.0,['English'],6.3,152.0,Lucky McKee,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,Conquest of the Planet of the Apes,"['Roddy McDowall', 'Don Murray', 'Ricardo Montalban']",1700000.0,"['Action', 'Science Fiction']",en,18.828683,"['Twentieth Century Fox Film Corporation', 'APJAC Productions']",['United States of America'],1972-06-29,9700000.0,88.0,['English'],6.1,236.0,J. Lee Thompson,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4195,I Spit on Your Grave,"['Sarah Butler', 'Daniel Franzese', 'Chad Lindberg']",2000000.0,"['Thriller', 'Crime', 'Horror']",en,26.281839,"['Anchor Bay Films', 'Cinetel Films', 'Family of the Year Productions']",['United States of America'],2010-06-17,572809.0,108.0,['English'],6.3,519.0,Steven R. Monroe,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,"Happy, Texas","['Steve Zahn', 'William H. Macy', 'Jeremy Northam']",1700000.0,"['Comedy', 'Crime']",en,2.079125,"['Miramax Films', 'Marked Entertainment']",['United States of America'],1999-12-03,1943649.0,98.0,['English'],5.5,39.0,Mark Illsley,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4198,The Lunchbox,"['Irrfan Khan', 'Nimrat Kaur', 'Nawazuddin Siddiqui']",1000000.0,"['Drama', 'Romance']",hi,14.017809,['UTV Motion Pictures'],"['India', 'France', 'Germany']",2013-09-19,4235151.0,104.0,"['English', 'हिन्दी']",7.3,221.0,Ritesh Batra,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,You Can't Take It With You,"['Jean Arthur', 'Lionel Barrymore', 'James Stewart']",1644736.0,"['Comedy', 'Romance']",en,3.426314,['Columbia Pictures'],['United States of America'],1938-08-23,7433101.0,126.0,"['English', 'Pусский']",7.2,79.0,Frank Capra,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4201,From Here to Eternity,"['Burt Lancaster', 'Montgomery Clift', 'Deborah Kerr']",1650000.0,"['War', 'Drama', 'Romance']",en,6.915201,['Columbia Pictures Corporation'],['United States of America'],1953-08-04,30500000.0,118.0,['English'],7.2,133.0,Fred Zinnemann,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4202,She Wore a Yellow Ribbon,"['John Wayne', 'Joanne Dru', 'John Agar']",1600000.0,['Western'],en,8.535178,['RKO Radio Pictures'],['United States of America'],1949-10-22,5400000.0,103.0,['English'],7.1,61.0,John Ford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,The Conversation,"['Gene Hackman', 'John Cazale', 'Frederic Forrest']",1600000.0,"['Crime', 'Drama', 'Mystery']",en,20.810292,"['Paramount Pictures', 'The Coppola Company', 'The Directors Company']",['United States of America'],1974-04-07,4420000.0,113.0,['English'],7.5,372.0,Francis Ford Coppola,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4214,Waitress,"['Keri Russell', 'Nathan Fillion', 'Andy Griffith']",2000000.0,['Comedy'],en,9.67299,['Night and Day Pictures'],['United States of America'],2007-05-25,22179430.0,108.0,['English'],6.7,129.0,Adrienne Shelly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,Bloodsport,"['Jean-Claude Van Damme', 'Bolo Yeung', 'Roy Chiao']",1500000.0,['Action'],en,17.49699,['Cannon Films'],['United States of America'],1988-02-26,11806119.0,92.0,['English'],6.6,363.0,Newt Arnold,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,Mr. Smith Goes to Washington,"['James Stewart', 'Jean Arthur', 'Claude Rains']",1500000.0,"['Comedy', 'Drama']",en,12.2624,['Columbia Pictures'],['United States of America'],1939-10-19,9600000.0,129.0,['English'],7.9,241.0,Frank Capra,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4217,Kids,"['Leo Fitzpatrick', 'Rosario Dawson', 'Chloë Sevigny']",1500000.0,"['Drama', 'Crime']",en,13.291991,['Miramax Films'],['United States of America'],1995-07-28,7412216.0,91.0,['English'],6.8,279.0,Larry Clark,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4218,The Squid and the Whale,"['Jeff Daniels', 'Laura Linney', 'Jesse Eisenberg']",1500000.0,"['Comedy', 'Drama']",en,13.788054,"['Destination Films', 'Samuel Goldwyn Films', 'Sony Pictures International']",['United States of America'],2005-10-05,11098131.0,81.0,"['English', 'Français']",6.9,226.0,Noah Baumbach,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,Kissing Jessica Stein,"['Jennifer Westfeldt', 'Tovah Feldshuh', 'Esther Wurmfeld']",1000000.0,['Comedy'],en,3.990215,"['Fox Searchlight Pictures', 'Eden Wurmfeld Films', 'Cineric']",['United States of America'],2001-04-21,10013424.0,97.0,['English'],5.9,48.0,Charles Herman-Wurmfeld,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,Spellbound,"['Ingrid Bergman', 'Gregory Peck', 'Michael Chekhov']",1500000.0,"['Drama', 'Mystery', 'Thriller']",en,11.145915,['Selznick International Pictures'],['United States of America'],1945-12-28,7000000.0,111.0,['English'],7.3,160.0,Alfred Hitchcock,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,Buffalo '66,"['Vincent Gallo', 'Christina Ricci', 'Ben Gazzara']",1500000.0,"['Romance', 'Comedy', 'Crime', 'Drama']",en,10.009994,[''],['United States of America'],1998-01-20,2375097.0,110.0,['English'],7.1,166.0,Vincent Gallo,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,Insidious,"['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins']",1500000.0,"['Horror', 'Thriller']",en,58.594852,"['Alliance Films', 'IM Global', 'Stage 6 Films']","['United States of America', 'Canada']",2010-09-13,97009150.0,103.0,['English'],6.8,1737.0,James Wan,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,Repo Man,"['Harry Dean Stanton', 'Emilio Estevez', 'Tracey Walter']",1500000.0,"['Comedy', 'Crime', 'Science Fiction', 'Thriller']",en,11.35344,['Edge City'],['United States of America'],1984-02-20,2300000.0,92.0,['English'],6.7,144.0,Alex Cox,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,The Ballad of Jack and Rose,"['Daniel Day-Lewis', 'Camilla Belle', 'Catherine Keener']",1500000.0,['Drama'],en,3.618646,"['Elevation Filmworks', 'Initial Entertainment Group (IEG)', 'IFC Productions']",['United States of America'],2005-03-25,712294.0,111.0,['English'],6.5,43.0,Rebecca Miller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,The To Do List,"['Aubrey Plaza', 'Johnny Simmons', 'Bill Hader']",1500000.0,"['Comedy', 'Romance']",en,15.017068,"['3 Arts Entertainment', 'The Mark Gordon Company']",['United States of America'],2013-07-24,3566225.0,104.0,['English'],5.5,342.0,Maggie Carey,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
